SNR (dB),Cosine Similarity Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Cosine Similarity
0.0,0.9306558966636658,0.8630714226000316,0.9982403707273,0.738615870475769
0.025,0.6801582306623459,0.5987037559755575,0.7616127053491344,0.738615870475769
0.05,0.6750141859054566,0.5928892507163462,0.7571391210945669,0.738615870475769
0.07500000000000001,0.6814038753509521,0.5935007185414256,0.7693070321604787,0.738615870475769
0.1,0.6436252683401108,0.5599782863815445,0.7272722502986771,0.738615870475769
0.125,0.6809933990240097,0.5993951026283062,0.7625916954197132,0.738615870475769
0.15000000000000002,0.6613421559333801,0.5696420052491487,0.7530423066176115,0.738615870475769
0.17500000000000002,0.6462253779172897,0.5854687727524392,0.7069819830821402,0.738615870475769
0.2,0.6735401749610901,0.5884580412937099,0.7586223086284702,0.738615870475769
0.225,0.690545278787613,0.6043882537928559,0.77670230378237,0.738615870475769
0.25,0.6589443385601044,0.5769943599402029,0.7408943171800059,0.738615870475769
0.275,0.6532277166843414,0.5630235009884194,0.7434319323802635,0.738615870475769
0.30000000000000004,0.673244521021843,0.5989532463639178,0.7475357956797681,0.738615870475769
0.325,0.6505298256874085,0.5765239686307508,0.7245356827440661,0.738615870475769
0.35000000000000003,0.6506854474544526,0.568052669608103,0.7333182253008022,0.738615870475769
0.375,0.6691385865211487,0.581949844765873,0.7563273282764243,0.738615870475769
0.4,0.6523399412631988,0.5836816264510811,0.7209982560753165,0.738615870475769
0.42500000000000004,0.6688361614942551,0.5920958189598591,0.745576504028651,0.738615870475769
0.45,0.6618666023015976,0.57434898393324,0.7493842206699551,0.738615870475769
0.47500000000000003,0.6839763104915619,0.6003193516339054,0.7676332693492185,0.738615870475769
0.5,0.6951815783977509,0.6100588322301552,0.7803043245653465,0.738615870475769
0.525,0.6849391728639602,0.6042587160806882,0.7656196296472323,0.738615870475769
0.55,0.641461706161499,0.5475995446336307,0.7353238676893673,0.738615870475769
0.5750000000000001,0.6714136302471161,0.591587665919753,0.7512395945744792,0.738615870475769
0.6000000000000001,0.6639518946409225,0.5821837679586416,0.7457200213232035,0.738615870475769
0.625,0.6919577032327652,0.6152383726749641,0.7686770337905663,0.738615870475769
0.65,0.679975888133049,0.5940228750110699,0.7659289012550281,0.738615870475769
0.675,0.6582460910081863,0.5693670937944353,0.7471250882219374,0.738615870475769
0.7000000000000001,0.6673750460147858,0.6001232867686083,0.7346268052609634,0.738615870475769
0.7250000000000001,0.6608019918203354,0.5828574356389594,0.7387465480017114,0.738615870475769
0.75,0.6489785224199295,0.5709567740854959,0.727000270754363,0.738615870475769
0.775,0.6750856518745423,0.5946674616110152,0.7555038421380693,0.738615870475769
0.8,0.6422385454177857,0.5614372792299276,0.7230398116056438,0.738615870475769
0.8250000000000001,0.6392582863569259,0.5636917748546906,0.7148247978591613,0.738615870475769
0.8500000000000001,0.6730902075767518,0.5841891570875437,0.7619912580659598,0.738615870475769
0.875,0.6647170037031174,0.5900983025856156,0.7393357048206192,0.738615870475769
0.9,0.6667610496282578,0.5734357480393142,0.7600863512172014,0.738615870475769
0.925,0.6418733060359955,0.5567048360206287,0.7270417760513622,0.738615870475769
0.9500000000000001,0.6889843642711639,0.6082370201561264,0.7697317083862015,0.738615870475769
0.9750000000000001,0.6677431374788284,0.5952951384776148,0.740191136480042,0.738615870475769
1.0,0.6834341645240783,0.609895994373284,0.7569723346748727,0.738615870475769
