SNR (dB),Mutual Information Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Mutual Information
0.0,4.7173152987773115,4.465600686064025,4.969029911490598,3.146739263593664
0.025,0.9911385574586309,0.8293237153582916,1.15295339955897,3.146739263593664
0.05,0.5235495594427435,0.33013945747100465,0.7169596614144824,3.146739263593664
0.07500000000000001,0.7089231800805893,0.5290595693452589,0.8887867908159197,3.146739263593664
0.1,0.4904883172879164,0.3593752952853839,0.6216013392904489,3.146739263593664
0.125,0.6080211494612333,0.43104203200252894,0.7850002669199376,3.146739263593664
0.15000000000000002,0.49654961408815346,0.31626631038345043,0.6768329177928565,3.146739263593664
0.17500000000000002,0.588307350630119,0.4334531953987245,0.7431615058615134,3.146739263593664
0.2,0.6096831334022078,0.43455137947372313,0.7848148873306925,3.146739263593664
0.225,0.5836353678337863,0.3775675281490013,0.7897032075185714,3.146739263593664
0.25,0.6512415855436189,0.4933268711188579,0.8091562999683799,3.146739263593664
0.275,0.48665997835053654,0.29535521519335,0.677964741507723,3.146739263593664
0.30000000000000004,0.740768242881017,0.5519602150824491,0.9295762706795848,3.146739263593664
0.325,0.5572509500651196,0.43480478853816235,0.6796971115920768,3.146739263593664
0.35000000000000003,0.4760631314490748,0.33176565139321545,0.6203606115049342,3.146739263593664
0.375,0.6420405248717821,0.46960912567932006,0.8144719240642442,3.146739263593664
0.4,0.5783176983347427,0.3864350935144305,0.7702003031550548,3.146739263593664
0.42500000000000004,0.624201742869843,0.45046082201294924,0.7979426637267367,3.146739263593664
0.45,0.5181820982311964,0.36976952866573154,0.6665946677966613,3.146739263593664
0.47500000000000003,0.5190908267644496,0.3148083579471696,0.7233732955817296,3.146739263593664
0.5,0.6194203571900425,0.4517636871320255,0.7870770272480595,3.146739263593664
0.525,0.7442606977680155,0.5820866727281069,0.9064347228079241,3.146739263593664
0.55,0.6506510335219289,0.4767036368246593,0.8245984302191984,3.146739263593664
0.5750000000000001,0.4904164282311011,0.330409255416629,0.6504236010455732,3.146739263593664
0.6000000000000001,0.4019834183090035,0.2932682164136112,0.5106986202043958,3.146739263593664
0.625,0.546719021863057,0.37706443634473663,0.7163736073813773,3.146739263593664
0.65,0.5009943564774237,0.33491684585537973,0.6670718670994678,3.146739263593664
0.675,0.613639578820812,0.3922434867634651,0.8350356708781589,3.146739263593664
0.7000000000000001,0.44294372671397947,0.2504699522522005,0.6354175011757585,3.146739263593664
0.7250000000000001,0.4877933807070545,0.3250392511109016,0.6505475103032075,3.146739263593664
0.75,0.5191813083399172,0.37103982377795797,0.6673227929018763,3.146739263593664
0.775,0.5494305050757967,0.3732397632042786,0.7256212469473149,3.146739263593664
0.8,0.4401935525531882,0.2952031661334243,0.5851839389729521,3.146739263593664
0.8250000000000001,0.6439169241933267,0.5200328463641911,0.7678010020224623,3.146739263593664
0.8500000000000001,0.5845570691927241,0.40452122570196297,0.7645929126834852,3.146739263593664
0.875,0.4769881079599198,0.3430630406742322,0.6109131752456074,3.146739263593664
0.9,0.5429209493577829,0.4381164766838508,0.647725422031715,3.146739263593664
0.925,0.3814893659324956,0.2657835729804833,0.49719515888450794,3.146739263593664
0.9500000000000001,0.5584325911091159,0.38815566191081247,0.7287095203074194,3.146739263593664
0.9750000000000001,0.6411278154422358,0.4160418166923181,0.8662138141921536,3.146739263593664
1.0,0.8062562619208652,0.6417600092865685,0.9707525145551619,3.146739263593664
