SNR (dB),Mutual Information Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Mutual Information
0.0,4.658426381861078,4.310641217301191,5.006211546420966,3.110022581732607
0.025,3.179413515614631,2.720921048695297,3.637905982533965,3.110022581732607
0.05,2.9663423968130997,2.6503537693417183,3.282331024284481,3.110022581732607
0.07500000000000001,2.8270289956484382,2.5797030299869737,3.074354961309903,3.110022581732607
0.1,2.5497920423031686,2.27134660485918,2.8282374797471572,3.110022581732607
0.125,2.601281405947572,2.3600902900816227,2.8424725218135216,3.110022581732607
0.15000000000000002,2.2544415059734377,2.08050546720566,2.4283775447412155,3.110022581732607
0.17500000000000002,2.1691261739344325,1.896594134494247,2.4416582133746183,3.110022581732607
0.2,1.8932997429928116,1.715485511376966,2.071113974608657,3.110022581732607
0.225,2.173663627402811,1.9447030128399225,2.4026242419656993,3.110022581732607
0.25,1.8496183828280486,1.73533283120579,1.963903934450307,3.110022581732607
0.275,1.7300086696885,1.6295689131696904,1.8304484262073095,3.110022581732607
0.30000000000000004,1.8370532835702829,1.7086444273822923,1.9654621397582734,3.110022581732607
0.325,1.6406387493077919,1.517239692945209,1.7640378056703747,3.110022581732607
0.35000000000000003,1.6980278947248686,1.6213316215880016,1.7747241678617356,3.110022581732607
0.375,1.6841172067661545,1.547154249644797,1.821080163887512,3.110022581732607
0.4,1.732269611029914,1.6575300614445925,1.8070091606152356,3.110022581732607
0.42500000000000004,1.482043070958344,1.2559760862151235,1.7081100557015647,3.110022581732607
0.45,1.6299153013845895,1.5639561982845298,1.6958744044846492,3.110022581732607
0.47500000000000003,1.6145664564598299,1.5438482627928478,1.685284650126812,3.110022581732607
0.5,1.5279510527038505,1.437827109119733,1.618074996287968,3.110022581732607
0.525,1.596392662975696,1.4888344255120767,1.7039509004393152,3.110022581732607
0.55,1.4714291213317914,1.364244213709245,1.5786140289543378,3.110022581732607
0.5750000000000001,1.4330829277463448,1.2740373157387428,1.5921285397539469,3.110022581732607
0.6000000000000001,1.5368135859088805,1.438817770322803,1.6348094014949581,3.110022581732607
0.625,1.3707653053224083,1.2361053364251415,1.505425274219675,3.110022581732607
0.65,1.4431224486766367,1.389364859210412,1.4968800381428615,3.110022581732607
0.675,1.390837295473681,1.2068999305768342,1.5747746603705277,3.110022581732607
0.7000000000000001,1.4598034529150652,1.3864589645417331,1.5331479412883973,3.110022581732607
0.7250000000000001,1.406758642229537,1.3314528009748303,1.4820644834842438,3.110022581732607
0.75,1.4069986895281648,1.369949650904317,1.4440477281520125,3.110022581732607
0.775,1.366861447582967,1.2509110088628348,1.4828118863030992,3.110022581732607
0.8,1.3712037967860062,1.289986981096963,1.4524206124750494,3.110022581732607
0.8250000000000001,1.3424076947020533,1.2603635657209873,1.4244518236831194,3.110022581732607
0.8500000000000001,1.2548642740306324,1.1569614877289813,1.3527670603322834,3.110022581732607
0.875,1.1565422901419251,0.9898074121430479,1.3232771681408024,3.110022581732607
0.9,1.2933430129544525,1.245912714376818,1.340773311532087,3.110022581732607
0.925,1.2596224360867585,1.1696192834714476,1.3496255887020694,3.110022581732607
0.9500000000000001,1.3224952562235641,1.2639994299325317,1.3809910825145966,3.110022581732607
0.9750000000000001,1.3371611402621628,1.2729730883778323,1.4013491921464933,3.110022581732607
1.0,1.3849249599728843,1.3170804810718781,1.4527694388738905,3.110022581732607
