SNR (dB),Cosine Similarity Mean,95% CI Lower Bound,95% CI Upper Bound,Baseline-Original Cosine Similarity
0.0,0.9361759722232819,0.8744490151544348,0.9979029292921289,0.7229379415512085
0.025,0.7633115142583847,0.6740879414867031,0.8525350870300663,0.7229379415512085
0.05,0.7462607145309448,0.6745888968569667,0.8179325322049229,0.7229379415512085
0.07500000000000001,0.7127112865447998,0.6167059368827496,0.80871663620685,0.7229379415512085
0.1,0.7381041824817658,0.6451268995863735,0.8310814653771581,0.7229379415512085
0.125,0.7132688224315643,0.6281392264321881,0.7983984184309405,0.7229379415512085
0.15000000000000002,0.7279598832130432,0.6509796799664571,0.8049400864596292,0.7229379415512085
0.17500000000000002,0.7147587478160858,0.6250288094431639,0.8044886861890078,0.7229379415512085
0.2,0.6834003567695618,0.60270053304486,0.7641001804942635,0.7229379415512085
0.225,0.7364629566669464,0.6547469104205585,0.8181790029133342,0.7229379415512085
0.25,0.7438302159309387,0.654965506905962,0.8326949249559153,0.7229379415512085
0.275,0.7192824423313141,0.6251843341814983,0.8133805504811299,0.7229379415512085
0.30000000000000004,0.6818400323390961,0.6013005335140212,0.7623795311641709,0.7229379415512085
0.325,0.698834165930748,0.6097321509456528,0.7879361809158432,0.7229379415512085
0.35000000000000003,0.7166136205196381,0.6218603711124318,0.8113668699268444,0.7229379415512085
0.375,0.7131623506546021,0.638686963736017,0.7876377375731872,0.7229379415512085
0.4,0.6799936711788177,0.6120037751905867,0.7479835671670487,0.7229379415512085
0.42500000000000004,0.6683870404958725,0.587697430336055,0.74907665065569,0.7229379415512085
0.45,0.7459484696388244,0.6769183187862109,0.814978620491438,0.7229379415512085
0.47500000000000003,0.695292490720749,0.6067264910066787,0.7838584904348191,0.7229379415512085
0.5,0.7329088270664215,0.658350962602617,0.8074666915302259,0.7229379415512085
0.525,0.7228891015052795,0.6335483409715665,0.8122298620389925,0.7229379415512085
0.55,0.7116857081651687,0.6276960174400625,0.7956753988902749,0.7229379415512085
0.5750000000000001,0.7037431389093399,0.6209732505917358,0.786513027226944,0.7229379415512085
0.6000000000000001,0.7004832774400711,0.6071974514419434,0.7937691034381988,0.7229379415512085
0.625,0.6744213730096817,0.5956870855970475,0.753155660422316,0.7229379415512085
0.65,0.7239104509353638,0.6401372513956577,0.8076836504750698,0.7229379415512085
0.675,0.7182446271181107,0.6259276924207455,0.8105615618154758,0.7229379415512085
0.7000000000000001,0.7217755198478699,0.63704117869437,0.8065098610013698,0.7229379415512085
0.7250000000000001,0.6882462948560715,0.6020921281750714,0.7744004615370715,0.7229379415512085
0.75,0.7116666257381439,0.628756898928515,0.7945763525477727,0.7229379415512085
0.775,0.647374352812767,0.5349020559154856,0.7598466497100484,0.7229379415512085
0.8,0.7037975460290908,0.6231692917243902,0.7844258003337915,0.7229379415512085
0.8250000000000001,0.6980567425489426,0.6071969888219438,0.7889164962759413,0.7229379415512085
0.8500000000000001,0.6394407391548157,0.5347567181013302,0.7441247602083012,0.7229379415512085
0.875,0.7084670186042785,0.6201381449288899,0.7967958922796672,0.7229379415512085
0.9,0.6901797026395797,0.6078527117102028,0.7725066935689566,0.7229379415512085
0.925,0.6993259727954865,0.6063205151290858,0.7923314304618871,0.7229379415512085
0.9500000000000001,0.695785591006279,0.604705780037007,0.786865401975551,0.7229379415512085
0.9750000000000001,0.693383800983429,0.6035275032092736,0.7832400987575844,0.7229379415512085
1.0,0.6980764597654343,0.6064455761634526,0.789707343367416,0.7229379415512085
